term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
HIST1H1C_human_tf_ARCHS4_coexpression	-1.568746395	40.87398582	6.57E-10	4.83E-12	"['HIST2H2AA3', 'HIST1H2BM', 'MAGEA12', 'HIST1H2BO', 'LMNB2', 'HIST1H3F', 'HIST1H3G', 'HIST1H3I', 'HIST3H2BA', 'HIST1H3C', 'HIST1H1B', 'HIST1H2AB', 'CT45A10', 'RANBP1', 'HIST1H2AL', 'F8A2', 'HIST1H2AI', 'HIST1H4L', 'HIST1H2AH', 'HIST1H2AJ', 'YDJC', 'CDC25A', 'CCNA2', 'HIST1H4A', 'HIST3H2A', 'HIST2H3A', 'KIF2C', 'HIST1H2BH', 'HIST2H3D', 'HIST1H2BB', 'HIST2H3C', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
GRHL2_human_tf_ARCHS4_coexpression	-1.565654353	40.79342206	6.57E-10	4.83E-12	"['CDS1', 'SOWAHB', 'WWC1', 'TACSTD2', 'CBLC', 'SPINT2', 'HID1', 'SLC9A3R1', 'ALDH3B2', 'MUC1', 'TMEM125', 'RAB25', 'KIAA1522', 'MAL2', 'MYH14', 'EPS8L1', 'PRSS8', 'AP1M2', 'ST14', 'KRT8', 'LSR', 'SLC9A2', 'CAMSAP3', 'KRT18', 'KLF5', 'SPINT1', 'SAPCD2', 'ADAM15', 'FASN', 'SCNN1A', 'B3GNT3', 'CYB561']"	ARCHS4 (coexpressed genes)	upregulated
ZNF593_human_tf_ARCHS4_coexpression	-1.546106824	37.81422014	2.50E-09	2.39E-11	"['PNMT', 'C11ORF31', 'ECHS1', 'RPS19BP1', 'MRPL12', 'PKMYT1', 'LAGE3', 'BOLA2B', 'MYDGF', 'COMTD1', 'ZNHIT2', 'TMEM147', 'EIF4EBP1', 'POC1A', 'TSPO', 'STRA13', 'ROMO1', 'OIP5', 'RANBP1', 'SDF2L1', 'DCXR', 'HAGHL', 'MIF', 'JOSD2', 'YDJC', 'NME1', 'NUDT8', 'SLC25A10', 'DCTPP1', 'NCBP2-AS2', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
HIST1H1E_human_tf_ARCHS4_coexpression	-1.654622764	40.46827067	2.50E-09	2.39E-11	"['HIST2H2AA3', 'HIST1H2BM', 'SEMA7A', 'HIST1H2BO', 'MKI67', 'LMNB2', 'HIST1H3F', 'HIST1H3G', 'HIST1H3I', 'HIST3H2BA', 'HIST1H3B', 'HIST1H3C', 'HIST1H1B', 'HIST1H2AB', 'RANBP1', 'HIST1H2AL', 'F8A2', 'MTRNR2L10', 'HIST1H4L', 'HIST1H2AH', 'HIST1H2AJ', 'CDC25A', 'CCNA2', 'HIST1H4A', 'HIST3H2A', 'HIST2H3A', 'HIST1H2BH', 'HIST2H3D', 'HIST1H2BB', 'HIST2H3C', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
IRF6_human_tf_ARCHS4_coexpression	-1.493789062	36.53464789	2.50E-09	2.39E-11	"['CDS1', 'SOWAHB', 'CRCT1', 'TACSTD2', 'CBLC', 'KRT23', 'LAMC2', 'SPINT2', 'RAB25', 'RNASE7', 'KIAA1522', 'MAL2', 'MYH14', 'EPS8L1', 'S100A14', 'PRSS8', 'S100A11', 'AP1M2', 'PLA2G2F', 'ST14', 'ZNF185', 'LSR', 'KLF5', 'SPINT1', 'ADAM15', 'TMEM54', 'GIPC1', 'TMEM79', 'SCNN1A', 'B3GNT3', 'CRB3']"	ARCHS4 (coexpressed genes)	upregulated
ATOH8_human_tf_ARCHS4_coexpression	-1.55805478	35.67511716	5.41E-08	1.14E-10	"['KANK2', 'TAGLN', 'TNXB', 'HSPB6', 'ADH1B', 'HSPB8', 'FHL1', 'CHRDL1', 'AQP1', 'CLEC3B', 'ADAMTS1', 'SPEG', 'SLIT3', 'FLNC', 'PAMR1', 'TNS1', 'IL33', 'SVIL', 'SCARA5', 'TPM2', 'TPM1', 'LIFR', 'SORBS1', 'SMOC2', 'MFAP4', 'SMTN', 'ITGA7', 'MYL9', 'CRYAB', 'FERMT2']"	ARCHS4 (coexpressed genes)	downregulated
NKX2-8_human_tf_ARCHS4_coexpression	-1.735883594	39.74690198	1.03E-08	1.14E-10	"['TOP2A', 'LRRC59', 'SPINT2', 'MRPL12', 'PKMYT1', 'LMNB2', 'CDC20', 'TMEM147', 'IRAK1', 'PSMD2', 'EIF4EBP1', 'RAC3', 'RP11-759F5.1', 'STRA13', 'HIST1H3C', 'RP11-480I12.5', 'AC006153.3', 'CDKN2A', 'KRT7', 'PYCR1', 'LSR', 'NME1', 'EFNA2', 'SAPCD2', 'ADAM15', 'GIPC1', 'SLC25A10', 'DCTPP1', 'CRB3', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
DLX3_human_tf_ARCHS4_coexpression	-1.607577518	36.80905	1.03E-08	1.14E-10	"['CLIC3', 'CALML5', 'WWC1', 'IFI6', 'TACSTD2', 'CBLC', 'SPINT2', 'CST6', 'ALDH3B2', 'RAB25', 'KIAA1522', 'MAL2', 'PRSS8', 'KRTAP3-1', 'KRTAP2-1', 'S100A11', 'AP1M2', 'PLA2G2F', 'ST14', 'KRT8', 'LSR', 'UPK3B', 'NR2F6', 'KRT18', 'KLF5', 'SPINT1', 'SAPCD2', 'ADAM15', 'TMEM79', 'CRB3']"	ARCHS4 (coexpressed genes)	upregulated
HIST1H1B_human_tf_ARCHS4_coexpression	-1.646229241	35.18762702	4.42E-08	5.21E-10	"['HIST2H2AA3', 'HIST1H2BM', 'FEN1', 'SEMA7A', 'HIST1H2BO', 'MKI67', 'LMNB2', 'HIST1H3G', 'HIST1H3I', 'HIST3H2BA', 'HIST1H3B', 'HIST1H3C', 'HIST1H2AB', 'HIST1H2AL', 'F8A2', 'HIST1H2AI', 'HIST1H4L', 'HIST1H2AH', 'HIST1H2AJ', 'CDC25A', 'CCNA2', 'HIST1H4A', 'HIST2H3A', 'KIF2C', 'HIST1H2BH', 'HIST2H3D', 'HIST1H2BB', 'HIST2H3C', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
ELF3_human_tf_ARCHS4_coexpression	-1.655832479	32.93634527	1.84E-07	2.30E-09	"['CDS1', 'SOWAHB', 'ITLN1', 'TACSTD2', 'CBLC', 'SPINT2', 'KRT20', 'MUC1', 'TMEM125', 'RAB25', 'KIAA1522', 'MAL2', 'MYH14', 'PRSS8', 'AP1M2', 'ST14', 'FOXJ1', 'LSR', 'KLF5', 'SPINT1', 'TMEM54', 'PRR15L', 'SCNN1A', 'B3GNT3', 'LCN2', 'CYB561', 'CAPS', 'CRB3']"	ARCHS4 (coexpressed genes)	upregulated
PRRX1_human_tf_ARCHS4_coexpression	-1.616398824	32.15196613	5.47E-07	2.30E-09	"['KANK2', 'SRPX', 'TAGLN', 'TNXB', 'HSPB6', 'COL14A1', 'FHL1', 'LPAR1', 'ADAMTS1', 'RAB23', 'SPEG', 'SLIT3', 'FLNC', 'PAMR1', 'PRKG1', 'TNS1', 'SVIL', 'PTGIS', 'TPM2', 'ADAM33', 'DCN', 'SMOC2', 'ARHGAP10', 'MFAP4', 'SMTN', 'PMP22', 'MYL9', 'FERMT2']"	ARCHS4 (coexpressed genes)	downregulated
KLF9_human_tf_ARCHS4_coexpression	-1.646836466	32.7574046	5.47E-07	2.30E-09	"['SYNM', 'TNXB', 'MAOB', 'HSPB6', 'ADH1B', 'SYNPO2', 'HSPB8', 'FHL1', 'ATP1A2', 'PHYHIP', 'AQP1', 'JPH2', 'PDLIM3', 'CSRP1', 'SPEG', 'TNS1', 'SVIL', 'SCARA5', 'TPM2', 'SORBS1', 'KLHL41', 'TRDN', 'SMOC2', 'DES', 'TCEA3', 'SPARCL1', 'ASB2', 'CRYAB']"	ARCHS4 (coexpressed genes)	downregulated
MEOX1_human_tf_ARCHS4_coexpression	-1.695746686	33.73028313	5.47E-07	2.30E-09	"['ITIH5', 'CFD', 'KANK2', 'TNXB', 'PKDCC', 'HSPB6', 'ADH1B', 'COL14A1', 'FHL1', 'CHRDL1', 'AQP1', 'CLEC3B', 'EDNRA', 'C14ORF180', 'SLIT3', 'TNS1', 'SCARA5', 'AC006486.9', 'TPM1', 'EYA4', 'SORBS1', 'SMOC2', 'FABP4', 'GKAP1', 'COL4A6', 'ITGA7', 'PI16', 'MYL9']"	ARCHS4 (coexpressed genes)	downregulated
NR2F6_human_tf_ARCHS4_coexpression	-1.632046917	30.10730291	6.30E-07	9.73E-09	"['ECHS1', 'CBLC', 'MRPL12', 'PKMYT1', 'LMNB2', 'BCL2L12', 'RAB25', 'IRAK1', 'KIAA1522', 'AP1S1', 'RAC3', 'MYH14', 'PRSS8', 'AP1M2', 'ST14', 'PYCR1', 'CAMSAP3', 'SPINT1', 'SAPCD2', 'ADAM15', 'TMEM54', 'TST', 'MMP15', 'FASN', 'GIPC1', 'SLC25A10', 'AGRN']"	ARCHS4 (coexpressed genes)	upregulated
SSH3_human_tf_ARCHS4_coexpression	-1.601898927	29.55114571	6.30E-07	9.73E-09	"['PWWP2B', 'TACSTD2', 'CBLC', 'SPINT2', 'HID1', 'SLC9A3R1', 'MUC1', 'RAB25', 'IRAK1', 'KIAA1522', 'AP1S1', 'MAL2', 'MYH14', 'EPS8L1', 'PRSS8', 'ST14', 'KRT8', 'LSR', 'KRT18', 'SPINT1', 'ADAM15', 'FASN', 'GIPC1', 'B3GNT3', 'SLC25A10', 'AGRN', 'CYB561']"	ARCHS4 (coexpressed genes)	upregulated
FOXA1_human_tf_ARCHS4_coexpression	-1.572288178	29.00489928	6.30E-07	9.73E-09	"['CDS1', 'SOWAHB', 'WWC1', 'TACSTD2', 'HID1', 'SLC9A3R1', 'ALDH3B2', 'MUC1', 'TMEM125', 'RAB25', 'KIAA1522', 'MAL2', 'AP1M2', 'SPTBN2', 'LRRC26', 'ST14', 'KRT8', 'FOXJ1', 'DKK1', 'SLC9A2', 'CAMSAP3', 'KRT18', 'SPINT1', 'SAPCD2', 'FASN', 'SLC25A10', 'CYB561']"	ARCHS4 (coexpressed genes)	upregulated
XBP1_human_tf_ARCHS4_coexpression	-1.514650508	27.94162422	6.30E-07	9.73E-09	"['CDS1', 'SOWAHB', 'PWWP2B', 'TACSTD2', 'AC234582.1', 'SPINT2', 'HID1', 'SLC9A3R1', 'ALDH3B2', 'MUC1', 'TMEM125', 'RAB25', 'KIAA1522', 'MAL2', 'MYH14', 'SEPHS2', 'AP1M2', 'ST14', 'KRT8', 'LSR', 'SLC9A2', 'KRT18', 'SPINT1', 'ADAM15', 'PRR15L', 'SLC25A10', 'CYB561']"	ARCHS4 (coexpressed genes)	upregulated
ZBTB16_human_tf_ARCHS4_coexpression	-1.711040972	31.56455143	1.98E-06	9.73E-09	"['SYNM', 'TNXB', 'SYNPO2', 'FHL1', 'LMOD1', 'JPH2', 'ZFP36', 'PDLIM3', 'SPEG', 'DMD', 'MYH11', 'PGM5', 'AC096949.1', 'TNS1', 'SVIL', 'DUSP1', 'RP11-1280N14.3', 'SORBS1', 'FOS', 'KLHL41', 'TRDN', 'SMOC2', 'NR4A1', 'DES', 'MYL1', 'TCEA3', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
RBM20_human_tf_ARCHS4_coexpression	-1.717437558	29.27409031	7.06E-06	3.96E-08	"['SYNM', 'HSPB6', 'SYNPO2', 'HSPB8', 'FHL1', 'SLC8A1', 'ADCY5', 'JPH2', 'PDLIM3', 'TBX20', 'SPEG', 'DMD', 'PGM5', 'FLNC', 'BVES', 'CAP2', 'SVIL', 'MYOCD', 'SORBS2', 'SORBS1', 'KLHL41', 'TRDN', 'DES', 'MYL1', 'CASQ2', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
MST1R_human_tf_ARCHS4_coexpression	-1.53318566	26.13347732	2.15E-06	3.96E-08	"['SOWAHB', 'ITLN1', 'TACSTD2', 'CBLC', 'KRT20', 'MUC1', 'RAB25', 'KIAA1522', 'MAL2', 'MYH14', 'EPS8L1', 'PRSS8', 'ST14', 'KRT7', 'LSR', 'SLC9A2', 'KLF5', 'SPINT1', 'ADAM15', 'TMEM54', 'TST', 'MMP15', 'PRR15L', 'GIPC1', 'SCNN1A', 'AGRN']"	ARCHS4 (coexpressed genes)	upregulated
TCF19_human_tf_ARCHS4_coexpression	-1.503621483	25.6295496	2.15E-06	3.96E-08	"['LRRC59', 'FEN1', 'CDCA5', 'MRPL12', 'MKI67', 'PKMYT1', 'LMNB2', 'CDC20', 'IRAK1', 'PSMD2', 'E2F1', 'POC1A', 'TK1', 'RANBP1', 'PAQR4', 'HMGA1', 'CDC6', 'ZWINT', 'CDC25A', 'CCNA2', 'SAPCD2', 'KIF2C', 'SLC25A10', 'CALR', 'APOBEC3B', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
THAP7_human_tf_ARCHS4_coexpression	-1.555202606	26.50876088	2.15E-06	3.96E-08	"['ZNF593', 'FEN1', 'RPS19BP1', 'MRPL12', 'PKMYT1', 'LAGE3', 'HSD17B10', 'TFPT', 'COMTD1', 'CFL1', 'EIF4EBP1', 'RAC3', 'TSPO', 'STRA13', 'TK1', 'SDF2L1', 'PAQR4', 'CDKN2A', 'DCXR', 'PYCR1', 'MIF', 'JOSD2', 'YDJC', 'NUDT8', 'SLC25A10', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
MRPL28_human_tf_ARCHS4_coexpression	-1.570247989	26.76521264	2.15E-06	3.96E-08	"['FEN1', 'ECHS1', 'RPS19BP1', 'PKMYT1', 'LAGE3', 'HSD17B10', 'CDC20', 'TFPT', 'MYDGF', 'COMTD1', 'TMEM147', 'IRAK1', 'PSMD2', 'CFL1', 'EIF4EBP1', 'AP1S1', 'RAC3', 'STRA13', 'TK1', 'RANBP1', 'DCXR', 'PYCR1', 'JOSD2', 'YDJC', 'SLC25A10', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
TCF21_human_tf_ARCHS4_coexpression	-1.652738311	25.92362384	2.20E-05	1.54E-07	"['KANK2', 'TNXB', 'PKDCC', 'HSPB6', 'ADH1B', 'COL14A1', 'LPAR1', 'AQP1', 'EDNRA', 'ADAMTS1', 'SLIT3', 'PGM5', 'A2M', 'PAMR1', 'TNS1', 'PTGIS', 'FOXF1', 'ADAM33', 'DCN', 'MFAP4', 'SFRP1', 'MRVI1', 'PDE5A', 'MYL9', 'MATN2']"	ARCHS4 (coexpressed genes)	downregulated
FARSA_human_tf_ARCHS4_coexpression	-1.552230128	24.34712724	7.75E-06	1.54E-07	"['FEN1', 'CDCA5', 'MRPL12', 'PKMYT1', 'LMNB2', 'CDC20', 'MYDGF', 'TMEM147', 'IRAK1', 'PSMD2', 'CFL1', 'E2F1', 'EIF4EBP1', 'RAC3', 'STRA13', 'TK1', 'RANBP1', 'PYCR1', 'YDJC', 'ZWINT', 'NME1', 'RP11-343C2.11', 'SLC25A10', 'DCTPP1', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
ZNF511_human_tf_ARCHS4_coexpression	-1.591968699	24.97043691	7.75E-06	1.54E-07	"['ZNF593', 'FEN1', 'C11ORF31', 'RPS19BP1', 'MRPL12', 'LAGE3', 'HSD17B10', 'BCL2L12', 'MYDGF', 'ZNHIT2', 'TMEM147', 'CFL1', 'EIF4EBP1', 'TSPO', 'STRA13', 'EMC6', 'RANBP1', 'DCXR', 'HMGA1', 'MIF', 'JOSD2', 'NUDT8', 'SLC25A10', 'DCTPP1', 'NCBP2-AS2']"	ARCHS4 (coexpressed genes)	upregulated
MEOX2_human_tf_ARCHS4_coexpression	-1.564547489	24.5403282	2.20E-05	1.54E-07	"['ITIH5', 'KANK2', 'TNXB', 'PKDCC', 'HSPB6', 'COL14A1', 'FHL1', 'FHL5', 'CHRDL1', 'AQP1', 'CLEC3B', 'EDNRA', 'CRTAC1', 'SLIT3', 'TNS1', 'SVIL', 'SCARA5', 'TPM2', 'EYA4', 'SORBS1', 'SMOC2', 'DPY19L2', 'OGN', 'COL21A1', 'ITGA7']"	ARCHS4 (coexpressed genes)	downregulated
SIX1_human_tf_ARCHS4_coexpression	-1.585574375	22.78312473	5.13E-05	5.75E-07	"['SVIL', 'SYNM', 'PKDCC', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'EYA4', 'FHL1', 'HSPB2', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'EDNRA', 'DES', 'MYL1', 'TCEA3', 'ITGA7', 'SPEG', 'FLNC', 'ASB2', 'PRKG1', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
CD36_human_tf_ARCHS4_coexpression	-1.597305421	22.95168817	5.13E-05	5.75E-07	"['ITIH5', 'CFD', 'SVIL', 'SYNM', 'TNXB', 'RP11-162P23.2', 'SCARA5', 'HSPB6', 'ADH1B', 'FHL1', 'PLA2G4A', 'SORBS1', 'CHRDL1', 'AQP1', 'DOCK11', 'ARHGAP10', 'CLEC3B', 'FABP4', 'C14ORF180', 'CASQ2', 'ME1', 'ITGA7', 'MYL9', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
MYOD1_human_tf_ARCHS4_coexpression	-1.611506809	23.15574797	5.13E-05	5.75E-07	"['SVIL', 'SYNM', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'RP1-302G2.5', 'FHL1', 'HSPB2', 'KLHL41', 'TRDN', 'SMOC2', 'JPH2', 'PDLIM3', 'DES', 'ACTC1', 'MYL1', 'TCEA3', 'CASQ2', 'ITGA7', 'SPEG', 'FLNC', 'ASB2', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
TBX15_human_tf_ARCHS4_coexpression	-1.621579101	23.30047678	5.13E-05	5.75E-07	"['SVIL', 'SYNM', 'HSPB6', 'CACNA2D1', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'HSPB2', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'SPEG', 'DMD', 'FLNC', 'ASB2', 'AC096949.1', 'PRKG1', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
DPF3_human_tf_ARCHS4_coexpression	-1.668578075	23.97580523	5.13E-05	5.75E-07	"['SVIL', 'SYNM', 'HSPB6', 'CACNA2D1', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'ATP1A2', 'SORBS1', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'SPEG', 'DMD', 'FLNC', 'ASB2', 'BVES', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
CASZ1_human_tf_ARCHS4_coexpression	-1.595972545	22.93253606	2.44E-05	5.75E-07	"['CDS1', 'ST14', 'WWC1', 'TACSTD2', 'AC234582.1', 'CBLC', 'FOXJ1', 'HID1', 'SLC9A2', 'CAMSAP3', 'ALDH3B2', 'MUC1', 'TMEM125', 'KLF5', 'SPINT1', 'FASN', 'SCNN1A', 'KIAA1522', 'MYH14', 'EPS8L1', 'PRSS8', 'CYB561', 'CAPS', 'SPTBN2']"	ARCHS4 (coexpressed genes)	upregulated
HMX2_human_tf_ARCHS4_coexpression	-1.649819642	23.70626522	2.44E-05	5.75E-07	"['HIST2H2AA3', 'HIST1H2AL', 'SEMA7A', 'F8A2', 'HIST1H2BO', 'HIST1H2AI', 'HIST1H2AJ', 'MKI67', 'PKMYT1', 'HIST2H3A', 'HIST1H3F', 'HIST1H3G', 'HIST1H2BH', 'HIST1H3I', 'HIST3H2BA', 'HIST1H3B', 'HIST2H3D', 'CXADRP2', 'HIST1H3C', 'HIST2H3C', 'HIST1H1B', 'LRRC8E', 'BEX5', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
GRHL3_human_tf_ARCHS4_coexpression	-1.498193718	21.5275517	2.44E-05	5.75E-07	"['PLA2G2F', 'ST14', 'ZNF185', 'CALML5', 'SOWAHB', 'UPK2', 'CRCT1', 'TACSTD2', 'CBLC', 'KRT23', 'ALDH3B2', 'KLF5', 'SPINT1', 'RAB25', 'GIPC1', 'TMEM79', 'RNASE7', 'KIAA1522', 'MAL2', 'EPS8L1', 'S100A14', 'PRSS8', 'S100A11', 'CRB3']"	ARCHS4 (coexpressed genes)	upregulated
