term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
PRKAA2_human_kinase_ARCHS4_coexpression	-1.590001749	33.98578224	3.63E-08	5.21E-10	"['SYNM', 'SYNPO2', 'HSPB8', 'FHL1', 'ATP1A2', 'JPH2', 'PDLIM3', 'SPEG', 'DMD', 'FLNC', 'BVES', 'AC096949.1', 'PRKG1', 'CAP2', 'SVIL', 'EGF', 'CACNA2D1', 'TPM2', 'PDE4D', 'EYA4', 'SORBS1', 'ANO5', 'KLHL41', 'TRDN', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
PAK4_human_kinase_ARCHS4_coexpression	-1.640461553	35.06434453	3.20E-08	5.21E-10	"['WWC1', 'SPINT2', 'MRPL12', 'PKMYT1', 'LMNB2', 'HID1', 'IRAK1', 'KIAA1522', 'AP1S1', 'RAC3', 'MYH14', 'AP1M2', 'ST14', 'TMEM132A', 'KRT8', 'PYCR1', 'LSR', 'NR2F6', 'CAMSAP3', 'KRT18', 'SPINT1', 'SAPCD2', 'ADAM15', 'FASN', 'GIPC1', 'SCNN1A', 'SLC25A10', 'AGRN', 'CYB561']"	ARCHS4 (coexpressed genes)	upregulated
ALPK3_human_kinase_ARCHS4_coexpression	-1.574444656	31.31745116	1.37E-07	2.30E-09	"['SYNM', 'HSPB6', 'SYNPO2', 'HSPB8', 'FHL1', 'HSPB2', 'JPH2', 'PDLIM3', 'SPEG', 'DMD', 'FLNC', 'BVES', 'AC096949.1', 'PRKG1', 'CAP2', 'SVIL', 'CACNA2D1', 'TPM2', 'SORBS1', 'KLHL41', 'TRDN', 'SMOC2', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'ITGA7', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
PLK1_human_kinase_ARCHS4_coexpression	-1.504854994	29.93323558	1.21E-07	2.30E-09	"['TOP2A', 'FEN1', 'CDCA5', 'MRPL12', 'MKI67', 'PKMYT1', 'LMNB2', 'PSMD2', 'E2F1', 'POC1A', 'OIP5', 'KPNA2', 'RANBP1', 'UBE2C', 'HMGA1', 'PYCR1', 'CDC6', 'ZWINT', 'CDC25A', 'TRAIP', 'CCNA2', 'SAPCD2', 'CDK1', 'BIRC5', 'FAM64A', 'KIF2C', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
AURKB_human_kinase_ARCHS4_coexpression	-1.507360568	27.80714253	3.98E-07	9.73E-09	"['TOP2A', 'FEN1', 'CDCA5', 'MRPL12', 'MKI67', 'PKMYT1', 'LMNB2', 'POC1A', 'OIP5', 'TK1', 'KPNA2', 'RANBP1', 'UBE2C', 'MND1', 'CDC6', 'ZWINT', 'CDC25A', 'NME1', 'TRAIP', 'CCNA2', 'SAPCD2', 'CDK1', 'BIRC5', 'FAM64A', 'KIF2C', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
SRMS_human_kinase_ARCHS4_coexpression	-1.629783446	30.06554738	3.98E-07	9.73E-09	"['WWC1', 'AC234582.1', 'CBLC', 'HID1', 'MUC1', 'IRAK1', 'KIAA1522', 'MAL2', 'MYH14', 'RP1-34B20.4', 'SPTBN2', 'LRRC26', 'ST14', 'KRT8', 'PYCR1', 'LSR', 'SLC9A2', 'CAMSAP3', 'GPRIN2', 'KRT18', 'SPINT1', 'SAPCD2', 'ADAM15', 'FASN', 'SLC25A10', 'AGRN', 'CYB561']"	ARCHS4 (coexpressed genes)	upregulated
MYLK4_human_kinase_ARCHS4_coexpression	-1.645331104	30.35236392	5.09E-07	9.73E-09	"['SYNM', 'PTPRQ', 'SYNPO2', 'HSPB8', 'FHL1', 'ATP1A2', 'JPH2', 'PDLIM3', 'SPEG', 'DMD', 'FLNC', 'AC096949.1', 'PRKG1', 'CAP2', 'SVIL', 'EGF', 'CACNA2D1', 'TPM2', 'EYA4', 'ANO5', 'KLHL41', 'TRDN', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
MST1R_human_kinase_ARCHS4_coexpression	-1.557755435	26.55227438	1.21E-06	3.96E-08	"['SOWAHB', 'ITLN1', 'TACSTD2', 'CBLC', 'KRT20', 'MUC1', 'RAB25', 'KIAA1522', 'MAL2', 'MYH14', 'EPS8L1', 'PRSS8', 'ST14', 'KRT7', 'LSR', 'SLC9A2', 'KLF5', 'SPINT1', 'ADAM15', 'TMEM54', 'TST', 'MMP15', 'PRR15L', 'GIPC1', 'SCNN1A', 'AGRN']"	ARCHS4 (coexpressed genes)	upregulated
PBK_human_kinase_ARCHS4_coexpression	-1.511352129	25.76132013	1.21E-06	3.96E-08	"['TOP2A', 'FEN1', 'CDCA5', 'MKI67', 'LMNB2', 'CDC20', 'PSMD2', 'POC1A', 'OIP5', 'TK1', 'KPNA2', 'RANBP1', 'UBE2C', 'MND1', 'CDC6', 'ZWINT', 'NME1', 'TRAIP', 'CCNA2', 'SAPCD2', 'BIRC5', 'FAM64A', 'KIF2C', 'FAM72D', 'APOBEC3B', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
HIPK3_human_kinase_ARCHS4_coexpression	-1.665311449	28.38558965	1.84E-06	3.96E-08	"['WDR49', 'SETD3', 'PTPRQ', 'SYNPO2', 'HSPB8', 'INMT-FAM188B', 'FAM129A', 'CARF', 'PREX2', 'PDLIM3', 'BBS9', 'DMD', 'PGM5', 'AC096949.1', 'CDR1', 'DYNC2H1', 'SVIL', 'DTNA', 'EYA4', 'STON1-GTF2A1L', 'KLHL41', 'TRDN', 'ARHGAP10', 'MYL1', 'UTRN', 'MATN2']"	ARCHS4 (coexpressed genes)	downregulated
MELK_human_kinase_ARCHS4_coexpression	-1.529910261	26.07764745	1.21E-06	3.96E-08	"['TOP2A', 'FEN1', 'CDCA5', 'MKI67', 'PKMYT1', 'LMNB2', 'CDC20', 'PSMD2', 'POC1A', 'OIP5', 'TK1', 'KPNA2', 'UBE2C', 'MND1', 'CDC6', 'ZWINT', 'CDC25A', 'NME1', 'TRAIP', 'CCNA2', 'CDK1', 'BIRC5', 'FAM64A', 'KIF2C', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
OBSCN_human_kinase_ARCHS4_coexpression	-1.579161685	24.7695556	5.37E-06	1.54E-07	"['SYNM', 'HSPB6', 'SYNPO2', 'HSPB8', 'FHL1', 'JPH2', 'PDLIM3', 'SPEG', 'DMD', 'FLNC', 'AC096949.1', 'PRKG1', 'CAP2', 'SVIL', 'CACNA2D1', 'TPM2', 'SORBS1', 'KLHL41', 'TRDN', 'SMOC2', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
PKMYT1_human_kinase_ARCHS4_coexpression	-1.4557482	22.83378347	4.36E-06	1.54E-07	"['FEN1', 'CDCA5', 'MRPL12', 'MKI67', 'LMNB2', 'CDC20', 'BCL2L12', 'COMTD1', 'IRAK1', 'E2F1', 'EIF4EBP1', 'RAC3', 'TK1', 'RANBP1', 'PAQR4', 'HMGA1', 'PYCR1', 'CDC6', 'ZWINT', 'CDC25A', 'CCNA2', 'SAPCD2', 'KIF2C', 'SLC25A10', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
SPEG_human_kinase_ARCHS4_coexpression	-1.555061818	24.39154301	5.37E-06	1.54E-07	"['SYNM', 'HSPB6', 'SYNPO2', 'HSPB8', 'FHL1', 'ATP1A2', 'PDLIM3', 'DMD', 'FLNC', 'BVES', 'PRKG1', 'CAP2', 'SVIL', 'CACNA2D1', 'TPM2', 'SORBS1', 'KLHL41', 'TRDN', 'SMOC2', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'ITGA7', 'ASB2']"	ARCHS4 (coexpressed genes)	downregulated
PINK1_human_kinase_ARCHS4_coexpression	-1.621581333	25.43491865	5.37E-06	1.54E-07	"['HSPB6', 'HSPB8', 'FHL1', 'LMOD1', 'ATP1A2', 'PHYHIP', 'JPH2', 'PDLIM3', 'C14ORF180', 'SPEG', 'PRKG1', 'CAP2', 'RP11-123K3.4', 'SVIL', 'CADM3', 'TPM2', 'KLHL41', 'TRDN', 'DES', 'BMS1P7', 'RCAN2', 'TCEA3', 'CTD-2547E10.6', 'ASB2', 'MYL9']"	ARCHS4 (coexpressed genes)	downregulated
AURKA_human_kinase_ARCHS4_coexpression	-1.619497558	23.27056707	1.51E-05	5.75E-07	"['TOP2A', 'FEN1', 'UBE2C', 'CDCA5', 'FAM228A', 'CDC6', 'MKI67', 'ACTL8', 'ZWINT', 'CDC25A', 'LMNB2', 'CDC20', 'CCNA2', 'SAPCD2', 'PSMD2', 'CDK1', 'POC1A', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'DPPA5', 'KPNA2', 'FAM72D']"	ARCHS4 (coexpressed genes)	upregulated
PDK4_human_kinase_ARCHS4_coexpression	-1.608950694	23.11901915	1.85E-05	5.75E-07	"['TMOD1', 'SVIL', 'SYNM', 'TNXB', 'PARM1', 'MAOB', 'F10', 'SCARA5', 'HSPB6', 'ADH1B', 'SYNPO2', 'HSPB8', 'FHL1', 'SORBS1', 'SMOC2', 'DES', 'FABP4', 'C14ORF180', 'CNTN1', 'CASQ2', 'ITGA7', 'PGM5', 'CRYAB', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
CDK4_human_kinase_ARCHS4_coexpression	-1.459795965	19.12019407	4.71E-05	2.05E-06	"['RANBP1', 'FEN1', 'CDCA5', 'HMGA1', 'PYCR1', 'CDC6', 'MRPL12', 'PKMYT1', 'ZWINT', 'CDC25A', 'LMNB2', 'NME1', 'CDC20', 'IRAK1', 'PSMD2', 'CFL1', 'E2F1', 'EIF4EBP1', 'POC1A', 'SLC25A10', 'TK1', 'DCTPP1', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
BUB1_human_kinase_ARCHS4_coexpression	-1.531077719	20.05383206	4.71E-05	2.05E-06	"['TOP2A', 'RANBP1', 'FEN1', 'UBE2C', 'CDCA5', 'MND1', 'CDC6', 'MKI67', 'ZWINT', 'CDC25A', 'LMNB2', 'TRAIP', 'CDC20', 'CCNA2', 'CDK1', 'POC1A', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'KPNA2', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
PDGFRA_human_kinase_ARCHS4_coexpression	-1.538374694	20.14940677	5.71E-05	2.05E-06	"['KANK2', 'SRPX', 'TNXB', 'PTGIS', 'BNC2', 'FOXF1', 'COL14A1', 'LPAR1', 'ADAM33', 'DCN', 'MFAP4', 'EDNRA', 'ZEB1', 'C7', 'ADAMTS1', 'RAB23', 'MRVI1', 'SLIT3', 'PDE5A', 'PDE7B', 'MYL9', 'PAMR1', 'FERMT2']"	ARCHS4 (coexpressed genes)	downregulated
DMPK_human_kinase_ARCHS4_coexpression	-1.593682778	20.87382396	5.71E-05	2.05E-06	"['KANK2', 'SVIL', 'SYNM', 'HSPB6', 'SYNPO2', 'HSPB8', 'FHL1', 'KLHL41', 'TRDN', 'SMOC2', 'SMTN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'ITGA7', 'SPEG', 'FLNC', 'ASB2', 'MYL9', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
STYK1_human_kinase_ARCHS4_coexpression	-1.543740989	18.32930136	0.000135078	6.97E-06	"['CDS1', 'ST14', 'SOWAHB', 'ITLN1', 'CBLC', 'KRT20', 'SLC9A2', 'TMEM125', 'KLF5', 'SPINT1', 'TMEM54', 'RAB25', 'PRR15L', 'SCNN1A', 'KIAA1522', 'LCN2', 'MAL2', 'MYH14', 'PRSS8', 'C19ORF33', 'RPS2P41', 'AP1M2']"	ARCHS4 (coexpressed genes)	upregulated
EEF2K_human_kinase_ARCHS4_coexpression	-1.539585659	18.27996388	0.000171482	6.97E-06	"['SVIL', 'SYNM', 'TNXB', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'LMOD1', 'SORBS1', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'SPEG', 'PGM5', 'FLNC', 'ASB2', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
PDGFRB_human_kinase_ARCHS4_coexpression	-1.47420651	17.50369757	0.000171482	6.97E-06	"['KANK2', 'SRPX', 'TAGLN', 'TNXB', 'PTGIS', 'HSPB6', 'COL14A1', 'TPM2', 'LPAR1', 'ADAM33', 'DCN', 'MFAP4', 'SMTN', 'CLEC3B', 'EDNRA', 'ADAMTS1', 'MRVI1', 'SLIT3', 'MYL9', 'PAMR1', 'FERMT2', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
CDK2_human_kinase_ARCHS4_coexpression	-1.45375841	17.26091112	0.000135078	6.97E-06	"['RANBP1', 'LRRC59', 'FEN1', 'CDCA5', 'PYCR1', 'CDC6', 'MRPL12', 'MKI67', 'PKMYT1', 'ZWINT', 'CDC25A', 'LMNB2', 'CDC20', 'CCNA2', 'IRAK1', 'PSMD2', 'E2F1', 'KIF2C', 'CALR', 'TK1', 'MAGEA3', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
DDR1_human_kinase_ARCHS4_coexpression	-1.473338131	17.49338704	0.000135078	6.97E-06	"['CDS1', 'ST14', 'PODXL2', 'WWC1', 'TMEM132A', 'TACSTD2', 'LMTK3', 'FOXJ1', 'LSR', 'HID1', 'CAMSAP3', 'MUC1', 'SPINT1', 'ADAM15', 'MMP15', 'GIPC1', 'SCNN1A', 'KIAA1522', 'MYH14', 'AGRN', 'CYB561', 'SPTBN2']"	ARCHS4 (coexpressed genes)	upregulated
PDK2_human_kinase_ARCHS4_coexpression	-1.499928378	16.04465878	0.000429662	2.26E-05	"['SVIL', 'SYNM', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'ATP1A2', 'SORBS1', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'ITGA7', 'SPEG', 'ASB2', 'CRYAB', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
TEK_human_kinase_ARCHS4_coexpression	-1.50102592	16.05639913	0.000429662	2.26E-05	"['KANK2', 'IL33', 'SRPX', 'SEPT10', 'TNXB', 'ADH1B', 'FOXF1', 'LIFR', 'SORBS1', 'SELE', 'AQP1', 'PREX2', 'MFAP4', 'SMTN', 'MMRN1', 'ADAMTS1', 'A2M', 'MYL9', 'ITM2A', 'FERMT2', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
EPHA6_human_kinase_ARCHS4_coexpression	-1.541683685	16.4913132	0.000429662	2.26E-05	"['SH3GL3', 'DTNA', 'DGKB', 'PRUNE2', 'C2ORF66', 'SLC8A1', 'ADCY5', 'STXBP5L', 'KIAA1107', 'PTPRD', 'RIMS1', 'RANBP3L', 'LRCH2', 'NBEA', 'ADGRB3', 'AKT3', 'CNTN1', 'NCAM1', 'ANKS1B', 'CDR1', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
SRPK3_human_kinase_ARCHS4_coexpression	-1.542852547	16.50381647	0.000429662	2.26E-05	"['SVIL', 'SYNM', 'HSPB6', 'SYNPO2', 'TPM2', 'HSPB8', 'FHL1', 'HSPB2', 'KLHL41', 'TRDN', 'JPH2', 'PDLIM3', 'DES', 'MYL1', 'TCEA3', 'CASQ2', 'ITGA7', 'SPEG', 'FLNC', 'ASB2', 'CAP2']"	ARCHS4 (coexpressed genes)	downregulated
NTRK3_human_kinase_ARCHS4_coexpression	-1.546615414	16.54406767	0.000429662	2.26E-05	"['CADM3', 'EPHA6', 'DTNA', 'DGKB', 'SLC8A1', 'ADCY5', 'STXBP5L', 'PTPRD', 'RIMS1', 'NBEA', 'ADGRB3', 'MAP1B', 'AKT3', 'CNTN1', 'SPARCL1', 'NCAM1', 'DYNC1I1', 'MAPK4', 'ANKS1B', 'CDR1', 'ADGRL3']"	ARCHS4 (coexpressed genes)	downregulated
SIK2_human_kinase_ARCHS4_coexpression	-1.372983662	13.14017127	0.001166302	6.98E-05	"['ITIH5', 'KANK2', 'TNXB', 'MAOB', 'SCARA5', 'HSPB6', 'ADH1B', 'FHL1', 'LIFR', 'SORBS1', 'CHRDL1', 'ADCY5', 'AQP1', 'FABP4', 'C14ORF180', 'ITGA7', 'AOX1', 'SLIT3', 'A2M', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
CDK1_human_kinase_ARCHS4_coexpression	-1.473004924	14.09742701	0.001069575	6.98E-05	"['TOP2A', 'FEN1', 'UBE2C', 'CDCA5', 'MND1', 'CDC6', 'MKI67', 'ZWINT', 'CDC25A', 'NME1', 'TRAIP', 'CDC20', 'CCNA2', 'POC1A', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'KPNA2', 'FAM72D']"	ARCHS4 (coexpressed genes)	upregulated
PKN3_human_kinase_ARCHS4_coexpression	-1.442733798	13.80771652	0.001069575	6.98E-05	"['RANBP1', 'FEN1', 'CDKN2A', 'CDCA5', 'PYCR1', 'MRPL12', 'MKI67', 'PKMYT1', 'YDJC', 'LMNB2', 'CDC20', 'SAPCD2', 'ADAM15', 'IRAK1', 'E2F1', 'RAC3', 'KIF2C', 'SLC25A10', 'AL589743.1', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
BUB1B_human_kinase_ARCHS4_coexpression	-1.432766802	13.71232716	0.001069575	6.98E-05	"['TOP2A', 'FEN1', 'UBE2C', 'CDCA5', 'MND1', 'CDC6', 'MKI67', 'ZWINT', 'CDC25A', 'LMNB2', 'CDC20', 'CCNA2', 'CDK1', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'KPNA2', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
TTK_human_kinase_ARCHS4_coexpression	-1.416319757	13.55492034	0.001069575	6.98E-05	"['TOP2A', 'FEN1', 'UBE2C', 'CDCA5', 'MND1', 'CDC6', 'MKI67', 'ZWINT', 'CDC25A', 'TRAIP', 'CDC20', 'CCNA2', 'CDK1', 'POC1A', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'KPNA2', 'FAM72D']"	ARCHS4 (coexpressed genes)	upregulated
DDR2_human_kinase_ARCHS4_coexpression	-1.453830328	13.91391611	0.001166302	6.98E-05	"['KANK2', 'SRPX', 'TAGLN', 'TNXB', 'PTGIS', 'BNC2', 'FOXF1', 'COL14A1', 'LPAR1', 'ADAM33', 'DCN', 'MFAP4', 'ADAMTS1', 'RAB23', 'SLIT3', 'PDE5A', 'MYL9', 'PAMR1', 'FERMT2', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
PKDCC_human_kinase_ARCHS4_coexpression	-1.462029686	13.99238826	0.001166302	6.98E-05	"['KANK2', 'SVIL', 'MYOC', 'HSPB6', 'COL14A1', 'SYNPO2', 'TPM2', 'FHL1', 'TRDN', 'SMOC2', 'JPH2', 'EDNRA', 'C14ORF180', 'TCEA3', 'ITGA7', 'SPEG', 'FLNC', 'ASB2', 'FERMT2', 'TNS1']"	ARCHS4 (coexpressed genes)	downregulated
RET_human_kinase_ARCHS4_coexpression	-1.501545732	14.37057747	0.001069575	6.98E-05	"['HAGHL', 'CITED4', 'TMEM132A', 'KRT8', 'MANEAL', 'HID1', 'SLC9A2', 'CAMSAP3', 'SLC9A3R1', 'ALDH3B2', 'KRT18', 'SAPCD2', 'FASN', 'KIAA1522', 'AP1S1', 'SLC25A10', 'AL589743.1', 'CYB561', 'AP1M2', 'PPFIA3']"	ARCHS4 (coexpressed genes)	upregulated
MASTL_human_kinase_ARCHS4_coexpression	-1.427160062	12.12496385	0.00278468	0.000204311	"['RANBP1', 'FEN1', 'UBE2C', 'CDCA5', 'MND1', 'MKI67', 'ZWINT', 'CDC25A', 'CDC20', 'CCNA2', 'CCNE1', 'CDK1', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'KPNA2', 'FAM72D', 'MCM2']"	ARCHS4 (coexpressed genes)	upregulated
NEK2_human_kinase_ARCHS4_coexpression	-1.390899279	11.81689702	0.00278468	0.000204311	"['UBE2C', 'CDCA5', 'MND1', 'CDC6', 'MKI67', 'ZWINT', 'TRAIP', 'CDC20', 'CCNA2', 'SAPCD2', 'CDK1', 'POC1A', 'BIRC5', 'FAM64A', 'KIF2C', 'OIP5', 'RPS2P41', 'KPNA2', 'FAM72D']"	ARCHS4 (coexpressed genes)	upregulated
