term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
branchiomeric skeletal muscle development (GO:0014707)	-2.719754055	25.84489507	0.026985751	7.47E-05	"['SVIL', 'TAGLN', 'SMTN', 'FHL1', 'ITGA7', 'SPEG', 'DMD', 'UTRN', 'BVES']"	Gene Ontology Biological Process	downregulated
skeletal muscle organ development (GO:0060538)	-2.740845397	25.81213423	0.026985751	8.13E-05	"['TAGLN', 'SMTN', 'FHL1', 'ITGA7', 'SPEG', 'DMD', 'UTRN', 'BVES']"	Gene Ontology Biological Process	downregulated
visceral muscle development (GO:0007522)	-2.696726241	25.39663849	0.026985751	8.13E-05	"['TAGLN', 'SMTN', 'FHL1', 'ITGA7', 'SPEG', 'DMD', 'UTRN', 'BVES']"	Gene Ontology Biological Process	downregulated
actin filament branch point (GO:0061834)	-2.049835567	18.56450136	0.020875168	0.000116621	"['TMOD1', 'ACTC1', 'TPM2', 'TPM1', 'LMOD1', 'TEK', 'ARHGAP6']"	Gene Ontology Cellular Component	downregulated
actin filament of cell cortex of cell tip (GO:1903145)	-2.034138538	18.42233994	0.020875168	0.000116621	"['TMOD1', 'ACTC1', 'TPM2', 'TPM1', 'LMOD1', 'TEK', 'ARHGAP6']"	Gene Ontology Cellular Component	downregulated
cell junction assembly (GO:0034329)	-2.260244389	19.71515607	0.046862241	0.000162867	"['FLNA', 'FLNC', 'FERMT2', 'LIMS2']"	Gene Ontology Biological Process	downregulated
branching involved in open tracheal system development (GO:0060446)	-2.58724504	22.56744448	0.046862241	0.000162867	"['SHH', 'FOXF1', 'SLIT2', 'FGF10']"	Gene Ontology Biological Process	downregulated
cell-substrate junction assembly (GO:0007044)	-2.385893304	19.98129288	0.062208216	0.000230614	"['FLNA', 'FLNC', 'FERMT2', 'LIMS2']"	Gene Ontology Biological Process	downregulated
negative regulation of fibroblast migration (GO:0010764)	-2.92197868	23.99682557	0.068861715	0.000271235	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2', 'CORO1C']"	Gene Ontology Biological Process	downregulated
positive regulation of cell communication by electrical coupling (GO:0010650)	-1.433519068	11.65901809	0.07040914	0.000293643	"['CASQ2', 'SLC8A1', 'TRDN']"	Gene Ontology Biological Process	downregulated
regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion (GO:0014809)	-3.445158287	27.76172674	0.071895559	0.0003165	"['PDE4D', 'CASQ2', 'DMD', 'TRDN']"	Gene Ontology Biological Process	downregulated
DNA replication-dependent nucleosome assembly (GO:0006335)	-2.769798575	22.17446646	0.323901719	0.000333521	"['HIST1H2BM', 'HIST1H4A', 'HIST2H3A', 'HIST1H2BO', 'HIST1H2BH', 'HIST1H2BB', 'HIST2H2BD']"	Gene Ontology Biological Process	upregulated
"actomyosin, actin portion (GO:0042643)"	-2.095926253	16.53358166	0.044756614	0.000375055	"['TMOD1', 'ACTC1', 'TPM2', 'TPM1', 'LMOD1', 'TEK', 'ARHGAP6']"	Gene Ontology Cellular Component	downregulated
inhibition of cysteine-type endopeptidase activity involved in apoptotic process (GO:1990001)	-2.911161967	22.96451702	0.323901719	0.000375055	"['BCL2L12', 'IFI6', 'DPEP1', 'BIRC5', 'DHCR24', 'TRIAP1', 'MAGEA3']"	Gene Ontology Biological Process	upregulated
cell-cell junction assembly (GO:0007043)	-2.389533475	18.79627734	0.082766277	0.000383532	"['NLGN4X', 'TGFB3', 'FLNA', 'FLNC', 'FERMT2', 'LIMS2']"	Gene Ontology Biological Process	downregulated
DNA replication-independent nucleosome assembly (GO:0006336)	-2.695860822	20.95698783	0.323901719	0.000420627	"['HIST1H2BM', 'HIST1H4A', 'HIST2H3A', 'HIST1H2BO', 'HIST1H2BH', 'HIST1H2BB', 'HIST2H2BD']"	Gene Ontology Biological Process	upregulated
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	-2.970023826	23.07087432	0.08695653	0.000423097	"['PDE4D', 'CASQ2', 'DMD', 'TRDN']"	Gene Ontology Biological Process	downregulated
G1/S transition of mitotic cell cycle (GO:0000082)	-2.861009098	22.03143193	0.323901719	0.000452564	"['CCNA2', 'RANBP1', 'CDKN2A', 'CCNE1', 'CDK1', 'EIF4EBP1', 'CDC6', 'CDC25A', 'MCM2']"	Gene Ontology Biological Process	upregulated
nucleosome assembly (GO:0006334)	-2.853040425	21.85909762	0.323901719	0.000470514	"['HIST1H2BM', 'HIST1H4A', 'HIST2H3A', 'HIST1H2BO', 'HIST1H2BH', 'HIST1H2BB', 'HIST2H2BD']"	Gene Ontology Biological Process	upregulated
negative regulation of neuron migration (GO:2001223)	-3.05562234	23.28255383	0.087591452	0.000490749	"['IGSF10', 'TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
intermediate filament cytoskeleton (GO:0045111)	-2.468007681	18.44722021	0.050777568	0.000567347	"['EPB41L5', 'CNN1', 'SMTN', 'SYNM', 'DES', 'KRT17', 'TPM1', 'KRT13', 'TNIK', 'UTRN', 'KLHL41', 'ADCY5']"	Gene Ontology Cellular Component	downregulated
negative regulation of epithelial cell migration (GO:0010633)	-2.971023002	21.93632033	0.087591452	0.00062147	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2', 'CORO1C']"	Gene Ontology Biological Process	downregulated
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	-2.809302774	20.62042571	0.087591452	0.000649017	"['EPHA7', 'SFRP1', 'SFRP2', 'PID1', 'FAM129A', 'SLIT2', 'CORO1C']"	Gene Ontology Biological Process	downregulated
negative regulation of cell migration in other organism (GO:0044622)	-2.80745988	20.51873782	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
neuromast deposition (GO:0048885)	-2.786863669	20.36820734	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of metanephric mesenchymal cell migration (GO:2000590)	-2.790735536	20.39650546	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of distal tip cell migration (GO:1903355)	-2.801742009	20.47694791	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of mesenchymal stem cell migration (GO:1905321)	-2.792733347	20.41110676	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of neuroblast migration (GO:0061855)	-2.791345346	20.40096235	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of formation of radial glial scaffolds (GO:0061925)	-2.801474612	20.47499359	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of glial cell migration (GO:1903976)	-2.798411214	20.45260429	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of hematopoietic stem cell migration (GO:2000472)	-2.796338942	20.43745879	0.087591452	0.000669721	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis (GO:1905311)	-2.8182575	20.3538231	0.092698167	0.000730245	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
cellular response to organonitrogen compound (GO:0071417)	-1.979126048	14.13292674	0.092746604	0.000791965	"['CLEC3B', 'NR1H4', 'MAPK4']"	Gene Ontology Biological Process	downregulated
negative regulation of fibroblast chemotaxis (GO:1905211)	-2.859154641	20.40593138	0.092746604	0.000795094	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of muscle cell chemotaxis toward tendon cell (GO:2001282)	-2.857267854	20.39246528	0.092746604	0.000795094	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of cell chemotaxis to fibroblast growth factor (GO:1904848)	-2.877512831	20.29616598	0.093188864	0.00086449	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of endothelial cell chemotaxis to vascular endothelial growth factor (GO:1904858)	-2.813213384	19.84263812	0.093188864	0.00086449	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of chemokine activity (GO:1900137)	-2.902357119	20.47140197	0.093188864	0.00086449	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of leukocyte migration (GO:0002686)	-2.768752304	19.30112544	0.093188864	0.000938662	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)	-2.336617262	16.26039254	0.093188864	0.000950098	"['JPH2', 'PDE4D', 'CASQ2', 'DMD', 'TRDN']"	Gene Ontology Biological Process	downregulated
negative regulation of trophoblast cell migration (GO:1901164)	-2.799542004	19.28903422	0.093188864	0.001017845	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
positive regulation of stress fiber assembly (GO:0051496)	-2.625442531	17.96673076	0.093188864	0.001066562	"['SFRP1', 'MYOC', 'TGFB3', 'SYNPO2', 'TPM1', 'LPAR1']"	Gene Ontology Biological Process	downregulated
prostaglandin biosynthetic process (GO:0001516)	-2.532632089	17.23101346	0.093188864	0.001109774	"['HPGDS', 'PTGIS', 'PTGS2', 'PTGS1']"	Gene Ontology Biological Process	downregulated
cellular response to organic cyclic compound (GO:0071407)	-2.877601837	19.57804934	0.093188864	0.001109774	"['SFRP1', 'CLEC3B', 'CCL2', 'MAPK4']"	Gene Ontology Biological Process	downregulated
synaptic target inhibition (GO:0016201)	-2.372814562	16.02652896	0.093188864	0.00116594	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
cellular response to carbohydrate stimulus (GO:0071322)	-2.379999437	16.07505724	0.093188864	0.00116594	"['CLEC3B', 'ME1', 'MAPK4']"	Gene Ontology Biological Process	downregulated
junctional sarcoplasmic reticulum membrane (GO:0014701)	-0.814897385	5.50400219	0.083481331	0.00116594	"['JPH2', 'CASQ2', 'TRDN']"	Gene Ontology Cellular Component	downregulated
negative chemotaxis in environment of other organism involved in symbiotic interaction (GO:0052223)	-2.408048511	16.26450706	0.093188864	0.00116594	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
chemorepulsion involved in embryonic olfactory bulb interneuron precursor migration (GO:0021834)	-2.474711246	16.71476233	0.093188864	0.00116594	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
chemorepulsion involved in precerebellar neuron migration (GO:0021950)	-2.454282868	16.57678442	0.093188864	0.00116594	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative aerotaxis (GO:0052130)	-2.48416421	16.7786098	0.093188864	0.00116594	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
chemorepulsion involved in interneuron migration from the subpallium to the cortex (GO:0021842)	-2.52658646	17.06513932	0.093188864	0.00116594	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
"transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190)"	-0.801706469	5.414907742	0.450055399	0.00116594	"['JUN', 'NR1H4', 'FOS']"	Gene Ontology Molecular Function	downregulated
negative chemotaxis (GO:0050919)	-2.416696127	16.32291503	0.093188864	0.00116594	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
vascular smooth muscle contraction (GO:0014829)	-2.48111177	16.37595132	0.105219324	0.001360032	"['EDNRA', 'SMTN', 'MYH11', 'SLC8A1']"	Gene Ontology Biological Process	downregulated
"negative regulation of wound healing, spreading of epidermal cells (GO:1903690)"	-2.904263558	19.1063988	0.105219324	0.001389597	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
negative regulation of smooth muscle cell migration (GO:0014912)	-2.87002289	18.8811383	0.105219324	0.001389597	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
"negative regulation of substrate-dependent cell migration, cell attachment to substrate (GO:1904236)"	-2.993529884	19.46965253	0.111439896	0.00149757	"['TMEFF2', 'SFRP1', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
relaxation of cardiac muscle (GO:0055119)	-2.217726592	14.22943779	0.117597502	0.001634812	"['RGS2', 'ATP1A2', 'SLC8A1']"	Gene Ontology Biological Process	downregulated
chemorepulsion involved in postnatal olfactory bulb interneuron migration (GO:0021836)	-2.008891531	12.88950458	0.117597502	0.001634812	"['EPHA7', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
vinculin binding (GO:0017166)	-0.808719055	5.188925239	0.450055399	0.001634812	"['SYNM', 'DMD', 'UTRN']"	Gene Ontology Molecular Function	downregulated
oncogene-induced cell senescence (GO:0090402)	-2.724399456	17.45989303	0.944911449	0.001647144	"['CDKN2A', 'HMGA1', 'MAGEA2', 'CALR']"	Gene Ontology Biological Process	upregulated
cardiac muscle cell contraction (GO:0086003)	-2.184457239	13.68446272	0.134625605	0.001902725	"['TPM1', 'CASQ2', 'ATP1A2', 'DMD', 'SLC8A1']"	Gene Ontology Biological Process	downregulated
cardiac myofibril (GO:0097512)	-1.590530474	9.905503648	0.117769589	0.001973792	"['TMOD1', 'DES', 'MYL1', 'LMOD1']"	Gene Ontology Cellular Component	downregulated
nuclear nucleosome (GO:0000788)	-2.739143896	16.94903997	0.228240181	0.002054517	"['HIST2H2AA3', 'HIST1H4A', 'MUC1', 'HIST3H2A', 'HIST1H2AH', 'UHRF1', 'CDCA5', 'HIST1H2AJ', 'E2F1', 'AKR1B1', 'HIST1H1B', 'HIST1H2AB']"	Gene Ontology Cellular Component	upregulated
tube fusion (GO:0035146)	-2.125701708	13.00169391	0.144851886	0.002206331	"['SHH', 'SLIT2', 'FGF10']"	Gene Ontology Biological Process	downregulated
branching involved in lymph vessel morphogenesis (GO:0060854)	-2.221452584	13.58734691	0.144851886	0.002206331	"['SHH', 'SLIT2', 'FGF10']"	Gene Ontology Biological Process	downregulated
elastic fiber assembly (GO:0048251)	-2.276663293	13.92503905	0.144851886	0.002206331	"['MFAP4', 'TNXB', 'MYH11']"	Gene Ontology Biological Process	downregulated
"wound healing, spreading of cells (GO:0044319)"	-1.856511523	11.35521248	0.144851886	0.002206331	"['TMEFF2', 'FLNA', 'CYR61']"	Gene Ontology Biological Process	downregulated
calmodulin-dependent cyclic-nucleotide phosphodiesterase activity (GO:0004117)	-1.218290357	7.451580932	0.450055399	0.002206331	"['PDE1C', 'PDE4D', 'PDE5A']"	Gene Ontology Molecular Function	downregulated
cellular response to cytokine stimulus (GO:0071345)	-2.728524957	16.67803545	0.144851886	0.002215066	"['JUN', 'CLEC3B', 'PID1', 'DPYSL3', 'LIFR', 'MAPK4']"	Gene Ontology Biological Process	downregulated
actin filament binding (GO:0051015)	-2.697253552	16.38636807	0.450055399	0.002299175	"['TMOD1', 'SVIL', 'SYNPO2', 'TPM2', 'TPM1', 'SORBS1', 'SHROOM1', 'CORO1C', 'SMTN', 'FLNA', 'DMD', 'UTRN', 'CAP2']"	Gene Ontology Molecular Function	downregulated
negative regulation of vascular smooth muscle cell proliferation (GO:1904706)	-3.164690788	19.16689518	0.148687851	0.002342626	"['CNN1', 'TGFB3', 'OGN', 'TPM1']"	Gene Ontology Biological Process	downregulated
branching involved in blood vessel morphogenesis (GO:0001569)	-2.316770947	14.03148328	0.148687851	0.002342626	"['SHH', 'SFRP2', 'SLIT2', 'FGF10']"	Gene Ontology Biological Process	downregulated
cell migration involved in sprouting angiogenesis (GO:0002042)	-2.53491873	15.25793394	0.149941099	0.002431853	"['NR4A1', 'ID1', 'RSPO3', 'TEK', 'SLIT2']"	Gene Ontology Biological Process	downregulated
cyclooxygenase pathway (GO:0019371)	-2.375391282	14.29772199	0.149941099	0.002431853	"['HPGDS', 'PTGIS', 'PLA2G4A', 'PTGS2', 'PTGS1']"	Gene Ontology Biological Process	downregulated
actin filament (GO:0005884)	-2.642212097	15.72269605	0.133192775	0.002604328	"['TMOD1', 'SVIL', 'SYNPO2', 'TPM2', 'TPM1', 'LMOD1', 'SORBS2', 'ARHGAP6', 'CORO1C', 'SMTN', 'ACTC1', 'FLNA', 'TEK']"	Gene Ontology Cellular Component	downregulated
hindgut contraction (GO:0043133)	-2.597037982	15.18584015	0.157751729	0.002887485	"['EDNRA', 'SMTN', 'MYH11']"	Gene Ontology Biological Process	downregulated
phasic smooth muscle contraction (GO:0014821)	-2.578415293	15.07694641	0.157751729	0.002887485	"['EDNRA', 'SMTN', 'MYH11']"	Gene Ontology Biological Process	downregulated
tonic smooth muscle contraction (GO:0014820)	-2.559135517	14.96421044	0.157751729	0.002887485	"['EDNRA', 'SMTN', 'MYH11']"	Gene Ontology Biological Process	downregulated
urinary tract smooth muscle contraction (GO:0014848)	-2.523744962	14.75726879	0.157751729	0.002887485	"['EDNRA', 'SMTN', 'MYH11']"	Gene Ontology Biological Process	downregulated
senescence-associated heterochromatin focus (GO:0035985)	-1.50092327	8.776452638	0.228240181	0.002887485	"['CDKN2A', 'UHRF1', 'HMGA1']"	Gene Ontology Cellular Component	upregulated
branching morphogenesis of an epithelial tube (GO:0048754)	-2.219992996	12.98111887	0.157751729	0.002887485	"['SHH', 'SLIT2', 'FGF10']"	Gene Ontology Biological Process	downregulated
uterine smooth muscle contraction (GO:0070471)	-2.554610221	14.93774936	0.157751729	0.002887485	"['EDNRA', 'SMTN', 'MYH11']"	Gene Ontology Biological Process	downregulated
gastro-intestinal system smooth muscle contraction (GO:0014831)	-2.557849079	14.95668816	0.157751729	0.002887485	"['EDNRA', 'SMTN', 'MYH11']"	Gene Ontology Biological Process	downregulated
regulation of fever generation by prostaglandin biosynthetic process (GO:0100008)	-1.984822345	11.60598923	0.157751729	0.002887485	"['PTGIS', 'PTGS2', 'PTGS1']"	Gene Ontology Biological Process	downregulated
cardiac muscle fiber development (GO:0048739)	-1.955247907	11.43305657	0.157751729	0.002887485	"['DMD', 'MYH11', 'SLC8A1']"	Gene Ontology Biological Process	downregulated
cellular response to hormone stimulus (GO:0032870)	-2.591553382	15.0030441	0.165108692	0.003060402	"['JUN', 'CLEC3B', 'SLIT3', 'SLIT2', 'MAPK4']"	Gene Ontology Biological Process	downregulated
neurexin clustering involved in presynaptic membrane assembly (GO:0097115)	-1.988197108	11.41072707	0.171426935	0.003217234	"['PTPRD', 'NLGN4X', 'IL1RAPL1', 'FLNA']"	Gene Ontology Biological Process	downregulated
regulation of cardiac conduction (GO:1903779)	-2.692876561	15.34553988	0.17636443	0.003350761	"['DES', 'TPM1', 'CASQ2', 'FXYD6', 'ATP1A2', 'SLC8A1', 'TRDN']"	Gene Ontology Biological Process	downregulated
filopodium (GO:0030175)	-2.036940045	11.56891308	0.135844202	0.003415078	"['ACTA2', 'ACTC1', 'DMD', 'UTRN', 'ACTG2']"	Gene Ontology Cellular Component	downregulated
actin filament bundle of filopodium (GO:0098861)	-2.070078517	11.75712486	0.135844202	0.003415078	"['ACTA2', 'ACTC1', 'DMD', 'UTRN', 'ACTG2']"	Gene Ontology Cellular Component	downregulated
cellular response to cortisol stimulus (GO:0071387)	-2.319510709	12.9976283	0.189315513	0.003684547	"['ZFP36', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
neural crest cell migration involved in autonomic nervous system development (GO:1901166)	-2.611961877	14.63640995	0.189315513	0.003684547	"['SHH', 'SEMA3A', 'CORO1C']"	Gene Ontology Biological Process	downregulated
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	-2.524411974	14.07620827	0.190624142	0.003787555	"['PDE4D', 'CASQ2', 'FXYD6', 'ATP1A2', 'SLC8A1', 'TRDN']"	Gene Ontology Biological Process	downregulated
growth cone filopodium (GO:1990812)	-2.020944039	11.2631024	0.13598091	0.003798349	"['ACTA2', 'ACTC1', 'DMD', 'UTRN', 'ACTG2']"	Gene Ontology Cellular Component	downregulated
cellular response to prostaglandin stimulus (GO:0071379)	-2.564402122	14.29189683	0.190624142	0.003798349	"['JUN', 'PID1', 'NR1H4', 'SLIT3', 'SLIT2']"	Gene Ontology Biological Process	downregulated
calcium ion binding (GO:0005509)	-2.863693025	15.95747486	0.450055399	0.003801569	"['MCTP1', 'AMY2A', 'PLA2G4A', 'SYTL3', 'SLC8A1', 'SHH', 'CLEC3B', 'HPGDS', 'CASQ2', 'SPARCL1', 'SLIT3', 'SLIT2', 'HMGCLL1', 'DUOX2', 'ADGRL3']"	Gene Ontology Molecular Function	downregulated
calcium ion binding involved in regulation of cytosolic calcium ion concentration (GO:0099510)	-2.803881208	15.47489791	0.450055399	0.004009459	"['MCTP1', 'AMY2A', 'PLA2G4A', 'SYTL3', 'SLC8A1', 'SHH', 'CLEC3B', 'HPGDS', 'CASQ2', 'SPARCL1', 'SLIT3', 'SLIT2', 'DUOX2', 'ADGRL3']"	Gene Ontology Molecular Function	downregulated
calcium ion sensor activity (GO:0061891)	-2.796707019	15.43530285	0.450055399	0.004009459	"['MCTP1', 'AMY2A', 'PLA2G4A', 'SYTL3', 'SLC8A1', 'SHH', 'CLEC3B', 'HPGDS', 'CASQ2', 'SPARCL1', 'SLIT3', 'SLIT2', 'DUOX2', 'ADGRL3']"	Gene Ontology Molecular Function	downregulated
negative regulation of peptidyl-serine phosphorylation (GO:0033137)	-2.624890052	14.41946738	0.204092019	0.004113996	"['PID1', 'PDE4D', 'FAM129A', 'DMD', 'SLIT2', 'CORO1C']"	Gene Ontology Biological Process	downregulated
actin binding (GO:0003779)	-2.409682147	13.18671849	0.450055399	0.004201183	"['TMOD1', 'SMTN', 'TPM2', 'SYNPO2', 'TPM1', 'DMD', 'SORBS1', 'UTRN', 'CAP2']"	Gene Ontology Molecular Function	downregulated
stress fiber (GO:0001725)	-1.610788827	8.81092811	0.137063848	0.004211459	"['SYNPO2', 'TPM1', 'PGM5', 'SORBS1', 'TEK']"	Gene Ontology Cellular Component	downregulated
negative regulation of cell migration (GO:0030336)	-3.144895054	17.04536414	0.215945649	0.0044271	"['SFRP1', 'TMEFF2', 'SHH', 'SFRP2', 'DPYSL3', 'TPM1', 'FLNA', 'ADARB1', 'SLIT2']"	Gene Ontology Biological Process	downregulated
dorsal/ventral axis specification (GO:0009950)	-2.128666398	11.45440557	0.215945649	0.004603105	"['SFRP1', 'SHH', 'TBX20']"	Gene Ontology Biological Process	downregulated
G-protein coupled purinergic nucleotide receptor activity (GO:0045028)	-1.260487176	6.782712093	0.450055399	0.004603105	"['GPR34', 'P2RX1', 'GPR171']"	Gene Ontology Molecular Function	downregulated
